reviews,reviewers,date_reviews,rating,course_id
"This is a course that would be helpful to complete programming novices. Any prior knowledge of programming is likely to render it useless to the student. That being said, a programming newbie should have no problem following it.The professor speaks slower than necessary. 1.75x or 2x speeds make the pace more manageable and is still easy to follow.In addition, it uses an old version of Python, which tends to make the exercises slightly annoying.",By Darkwing D,"Nov 03, 2015",3,python
"very fundamental, but the instructor is tiresomely talkative...for example, when he talked about examples, he compared each two numbers again and again, what I want to is the logic to find the max/min number, not 49 is larger than 9!!!everyone knows it !! he compared every number every time ....it is boring!!! I will not choose this course if there are other python courses open at this time!!",By Huan Z,"Nov 16, 2015",3,python
"It is a very simple and smooth course for new comers, i think it would be better to have more challenging tasks and more related to a real world, that's why i've put 3 stars. Practise is everything, so good tasks are the essential part of learning process.",By Alex V,"Sep 17, 2015",3,python
"The content inside this course is well tought through. Questions and asignments holds high quality.If you haven't been in contact with Python before, this might be the first step for you, and when I say first step, then I really mean first step.",By David R,"Dec 29, 2015",3,python
"The course is too simplistic in my opinion.  The entire 7 week course should be condensed into the first week - a single one hour lesson.  Still, I appreciate the time and effort of the course staff and thank them for providing the course.",By Jason S,"Nov 30, 2015",3,python
This course is way tooooooo easy for me. I'm a PhD candidate in statistics.  I think it will be nice if I can have a diagnostic survey to test whether this course is suitable for me or not before the course.  ,By Zizhen W,"Dec 14, 2015",3,python
"This course is indicated to anyone looking for an overview of Python programming. All Assignments and Quizzes are quite simple problems. To be honest, I expected more of this course.",By Anderson H U,"Sep 18, 2015",3,python
"I was expecting a more in depth, more rigorous course.  More homework, at the very least.  Also, the first two weeks could have been condensed down to one.",By Michael O,"Sep 18, 2015",3,python
i am very excited that i  become a programmer and ihope that in the end  of this course i  become like a professional programer.,By Adil s,"Sep 30, 2015",3,python
"Easy to get in, now I know the basics of Python.. however, maybe too much extra stuff and discussion about this and that.",By Jaakko T,"Nov 17, 2015",3,python
The course is too very basic and is very slow. I am not from a programming background and still feel so.,By Husain,"Sep 18, 2015",3,python
Both the lectures and text have good information and well explained examples.  Low production value.  ,By Shannon,"Dec 17, 2015",3,python
breaking down the videos into various little ones would be more productive i think.,By Ruhomaun M S,"Oct 03, 2015",3,python
I feel it's too simple and really just for beginners who know nothing about coding,By Yating,"Dec 14, 2015",3,python
"It was a bit too easy. But a good foundation for the ""Everybody"" audience.",By Andrew T,"Oct 08, 2015",3,python
"Muy buen curso, sin embargo, le hacen falta subtitulos en español.",By Jordi F G D,"Nov 02, 2015",3,python
The videos were very slow and many contained useless information.,By Jason G,"Dec 05, 2015",3,python
The content is good and easy to follow but lack depth.,By Wenjie Y,"Dec 11, 2015",3,python
a bit slow but good for someone with zero experience,By Charalampos R,"Oct 13, 2015",3,python
The difficulty of assignments should be increased.,By NISHANT K,"Dec 24, 2015",3,python
Kinda too slow in speed. But overall great,By WENCHANG H,"Nov 08, 2015",3,python
Clear instructions. Good for beginners!,By ZHOU R,"Sep 20, 2015",3,python
"Too easy, for novices in programming",By Pavel S,"Oct 31, 2015",3,python
too easy and pretty long for me,By Sennikov V,"Oct 31, 2015",3,python
it's too basic for my taste.,By Karttikeya M,"Dec 02, 2015",3,python
Good course for beginers,By Martin Y F,"Nov 17, 2015",3,python
Good for Beginners!,By Saikat M,"Oct 27, 2015",3,python
very basic,By Peng S,"Oct 11, 2015",3,python
Too easy,By Erik O,"Dec 17, 2015",3,python
Too easy,By Andre P,"Dec 07, 2015",3,python
not bad,By Yuming X,"Nov 18, 2015",3,python
So easy,By Vittorio M,"Sep 28, 2015",3,python
"Excellent overview of first few concepts in Programming in Python. Useful in understanding programming concepts (early early stages) for those who have never done programming and refresher for those who have, but it has been a while, I look forward to seeing how the other courses in the this series are. Only reason I didn't give a 5 star rating is because I think in addition to the given assignments there should be an extra assignment per week with practical applications. Granted not enough of the language is know yet to warrant anything really complex, but perhaps just number converter for scientific notation, or a tip calculator with code given that can make it practical to use (connect it to a website or phone application).",By Pritesh P,"Sep 23, 2015",4,python
"Dr. Chuck makes the course quite simple.  At the beginning of the course, he patiently introduces some preparing steps such as python installation and screenshot tools, which is quite useful for students  with little computer knowledge. During the course, Dr. Chuck manages to use the simplest language to explain the concepts. The slides use different colors to differentiate different elements in a script, indicating Dr. Chuck's consideration for the students. The course reminds me of the sentence from The Zen of Python, ""simple is better than complex.""The course is a beginning course for python. I studied Visual Basic in my freshman year, and now, three years after VB, I found the assignments quite easy. So I advise that if you have prior knowledge of other languages, you can use the book provided by Dr. Chuck to quickly understand the concepts and view some example code. Then you can directly jump to the assignments and I suppose that it would not be too hard for you. I heard MOOC one year ago and enrolled several courses at Coursera. However, this is my first finished course. Sometimes the network speed of the school was too slow to view the videos and this really slowed me down. I also had some school work and exams. Now I am at the end of my undergraduate study and have enough time to take MOOCs. $310 is quite expensive for me but I hope I can accomplish the five courses of this specialization and some day I'll come back to pay for the certification.Thanks to Dr. Chuck and mentors.Tao.ZhengHuazhong University of Science&Technology, P.R.China",By Tao.Zheng,"Dec 07, 2015",4,python
"The quality of the content is excellent and is presented clearly (although the lecturer drinking various things throughout the lectures was odd...). I plowed through all seven weeks in a day because I had already finished the first three weeks of the Rice University Python course (also on Coursera); I would say this entire course is nearly equivalent to the first three weeks of the Rice course. My reasons for doing this are two-fold: (1) practice, practice, practice, and (2) I plan to take all four courses in this series from U Mich - I am interested in the web and database aspects that do not seem to be covered in the Rice course. I did learn a thing or two from each course that was not presented in the other, but those points were relatively minor and would probably be stumbled across on a future troubleshooting visit to stackoverflow.",By Kevin M,"Sep 18, 2015",4,python
"The course was very basic. It was nicely taught and the examples and the lectures were really enjoyable. However, some shortcomings I felt were that the colors in the slides could have been a bit clearer. Another thing was that some concepts were introduced in the lectures which were not explained completely. A real beginner would not be able to understand them which would in some parts defeat the purpose of the course.Other than that, I felt the course was really structured well. The assignments were easy and the quizzes did test the knowledge about the subject taught so far. It was such that any new person would not feel discouraged.Keep up the good job people.",By Aarush M M,"Sep 20, 2015",4,python
"All lectures are presented very professionally and in form which is easy to understand. Steady progress easy to learn. Unfortunately practical part doesn't allow too much flexibility to play with the code. To do extra work, add some features, be just little more creative. I understand that it was graded by program and needs to have some limits but this can be solved by given hard criteria that needs to be met and peer assessment grading which will wider students horizon by checking others code. To see others ideas. This missing spark for creativity make me to give ""only"" 4 starts. In whole it is great course worth any minute spend.Thank you. Vlad",By Vladimir V,"Oct 12, 2015",4,python
"Nice course!  It is definitely a beginner's course, and my only complaint is that in order to be able to take the capstone course we will have to pay for and be certified for this course.  I really think there should be an option for people who aren't absolute beginners to enter the track at a later point and still be able to get the full cert and/or do the capstone.  After all, this track is geared toward using Python for analysis and data science, which is hardly a topic that is for absolute beginners.For what it is, though, namely a very beginning level course to teach the concepts of programming with Python, it's very well executed.",By Jake F C,"Oct 30, 2015",4,python
"It is as stated: Programming for Everybody (who hasnt had any expsoure to programming). If you dont know about computers and you dont know about programming, this course is for you. On the other hand: if you do have a basic understanding of computers and/or programming, than this may no be the right course for you: The beginning is too slow - the stuff about CPUs & memory etc. is really for people who dont know about computers at all. The overall pace is too slow. My suggestion would be toa) shorten the introductiory partb) increase lurning-curve & depthc) add more complex assignments -> maybe as ""bonus assignments""",By Dror-John R,"Dec 10, 2015",4,python
"I recently completed an Code Yourself! MOOC run by Edinburgh University which used Scratch to code. They recommended trying Python coding as a next step so I signed up for this course. I've found it to be excellent, fun, and challenging. I very much appreciate that Dr Severance makes all his materials freely available to download under the Creative Commons licence.I'm giving it a 4 rather than 5star rating is because I think new Coursera platform needs to be sorted out and improved. I've encountered several glitches in doing this course which are due to the platform not the course material. ",By Marlene H,"Nov 09, 2015",4,python
"The course was very easy if you got prior knowledge in programming in any other programming language. However this was a pretty good introduction to Python. I'm wondering why you are still teaching Python 2, when most people are already using Python 3 already. I've seen there are major differences between Python 2 and 3, most examples learned here would give Syntax error in Python 3.I think this used to be an older course, recorded several years ago. That's why Python 2 is being used. Python 3 is pretty much mature now.",By Eduard B,"Nov 04, 2015",4,python
"I really enjoyed this course, and found it easy to keep up with the projects by setting aside one day a week. I find that the lectures move a little slowly, but simply speeding up the video time made it feel much more efficient. Following along with the e-book, I felt confident going through each of the exercises, and had a lot of fun while banging my head against the keyboard trying to figure out how to make things work (due to my own errors, not problems within the course).I'm looking forward to the next class!",By Oliver E,"Nov 02, 2015",4,python
"I am currently learning Python from few other sources. I recommend this course for beginners with no or minimum coding experience. The course structure is helping me to gradually gain more understanding of Python. Personally, I like the last assignment because it taught me that the solution is sometimes simpler than we thought. It is just that I think as human rather than how computer would think. Dr Chuck and mentors are helpful and encouraging. I would definitely sign up for part 2 of the course.",By Lisa S,"Dec 21, 2015",4,python
"I really like almost every part of this course.  It goes at a good pace for people who have no programming experience.  I previously attempted to take a Python course that did not explain enough of what it wanted, and I almost gave up on learning Python.  This course is not like that.  The only downside to it is that the professor explains almost too much; the pace is almost too slow.  If you have no programming experience but want to try Python, this is definitely the course to start with.",By Stephanie T,"Dec 06, 2015",4,python
"Just finished the course ""a little bit"" ahead of February.Would have been a resounding five-star review but some ""mentor"" thought it necessary to hijack a thread by a student asking about the necessity of more than one ""break"" in a while loop to lecture about what constitutes pseudo-code and what does not on a non-assignment question. This didn't contribute to the original posters question.Despite that Dr. Chuck's courses are always a real pleasure!",By Tobias F M,"Dec 15, 2015",4,python
"This course starts off very slow but, picks up the pace near the end. The material presented is clear and easy to understand. I wish it was offered in Python 3 but, the structures are very similar and translate well. I plan on finishing the full specialization and then translating that knowledge into a lesser known language called Julia (which isn't readily offered yet). I definitely recommend this course as a place to start.",By Brandon K,"Nov 30, 2015",4,python
"Great course. Although the paste of the course was a bit slow for a person who is already familiar with programming languages other than Python, speeding up the sessions solved everything. The only draw back which prevents this course from reaching five stars is the lack of more challenging problems that could have been put in the course as a bonus for those who are after wrestling with codes a bit more. The rest is good.",By Pegah H,"Nov 01, 2015",4,python
"This course is a very good place to start learning programming. Although I have a Bachelor's degree in Computer Engineering, I still found the delivery style in the course very interesting. It is a great course for someone who is trying to learn how to program. Python, as a language itself is very intuitive and this course helps a new learner understand the basics of programming as well as learn the language easily.",By Manjari G,"Sep 28, 2015",4,python
I think this would be a very good introduction to anyone starting to learn to program in a new language - Having experience in other languages meant that I was able to skip most of the lectures and complete the quizzes/assignment with a python 'cheat sheet'. Hopefully still a useful background for learning more in-depth python features. Lectures were interesting and well-structured.,By Silas V,"Oct 31, 2015",4,python
"Great course for people who wants to learn how to program. Recommended for everyone. However, i find the final few chapters on loops is harder to grasp and would recommend if there are ways to simply on it. Overall, i had a great experience in completing this. Looking forward to advance further in programming python! Kudos to Mr Charles Severance for the great work! :)",By Jianming S,"Oct 07, 2015",4,python
"For those absolutely new to programming, this course covers the core foundations of programming and is taught in a very approachable fashion. I was pleased to see there was an introduction into what is occurring ""under the covers"" - solid intro to CPU, Memory, peripherals and how programs/software utilize these resources. ",By Nate S,"Nov 28, 2015",4,python
"Awesome course! My only critic is that I would have hoped to be challenged a little more. Although I do have rather extensive knowledge in programming prior to actually taking the course, just took it for a refresher. It refreshed me wonderfully. The instructor was fantastic and I would recommend to another user. Thanks!",By justice j,"Dec 31, 2015",4,python
"Chuck is an entertaining, very knowledgeable guy and this course is great. The exercises aren't always as clear as I would like. Maybe more comments in the code presented in the exercises themselves could help clarify. I have and would recommend this course to anyone interested in coding.",By Joshua p,"Dec 18, 2015",4,python
"Solid course for getting started with Python, and programming in general. I thought some concepts were explained a little too much, so the videos could have been shorter. But better to over explain, than summarize and leave people wondering. I'll be continuing the Python courses for sure!",By Caleb C,"Dec 03, 2015",4,python
"I knew a little bit about python before taking this course, but consider myself a beginner. The class was a little bit too easy for my liking. But I know this is the beginning of a five part class, which will get progressively in depth. I look forward to the other courses! ",By Sheena M,"Nov 16, 2015",4,python
"Straight-to-the-point yet fun lectures. Slow and easy pace at the start for appreciation, but gradually becomes more challenging towards the end to force you to learn hands-on coding, In my opinion, the best part is the python coding tool used in the coding assignments.",By Ver A O,"Nov 02, 2015",4,python
"I thought the class was good, although if you are already an experienced programmer (like me), I suggest that you do a quick review of the python documentation to understand python syntax, then simply complete each assignment rather than sitting through the videos.  ",By Thomas F M V,"Sep 29, 2015",4,python
"I love the enthusiasm of the professor  and the material he covered. This would be very good for complete beginner to programming, but may make you feel little slow for people migrating from other languages like C/C+ etc.Overall, i enjoyed the course. Thanks",By Bhargav G,"Oct 09, 2015",4,python
"Really good course, very clear and well put together. If you have some previous coding experience, you might find the pace a bit slow, but the slides are very good also and it's really great that Dr Chuck has made the textbook freely available.",By Ravi G,"Dec 30, 2015",4,python
"So far so good. A bit on the slow side, but this is understandable as it is an intro course. Dr Chuck certainly has the energy and enthusiasm to make an intro programming course very very engaging and fun. Looking forward to the next level up!",By Seraphim A,"Oct 13, 2015",4,python
"Great of individuals looking to introduce themselves to Python or reintroduce themselves. If you have a basic understanding of Python, you might wish to look elsewhere. The course is well taught and enjoyable videos make the learning fun. ",By Pete K,"Oct 09, 2015",4,python
"good course for beginners, it is the clasical course that covers the first 2-3 chapters of every programming book. It is good in case you want to do the whole specialization in other case is too simple if you are going to pay for it.",By Miguel G I,"Oct 14, 2015",4,python
Very Good Beginner Course for Python. Pretty short in material length but if you are looking to start programming I would strongly recommend it. Very good examples and quizes at the end of each section make sure you know your stuff. ,By Richard O,"Oct 27, 2015",4,python
"The course materials such as the lecture videos, slides , assignments and pdf helped me to grasp and implement the basics of Python very well. I have recommended this course to my colleagues who are interested in learning Python",By gautam,"Dec 10, 2015",4,python
"Excellent introduction to Python. Instructor teaches with humour and lots of examples, making the lecture videos useful and entertaining. Good pace for an intro course, easy to start with increasing difficulty as it progresses.",By Sarah J,"Nov 02, 2015",4,python
This is very good and understandable course. I specially thanks to Professor who explain each thing in very expressive manner and assignments are too good. Thanks for the developers and Coursera which give me this opportunity.  ,By SYED A A,"Dec 18, 2015",4,python
I feel this is a great start to a wonderful program that you all have provided . However o wish there was a way to share code to help optimize the many many errors I had made beforehand. Thank you for the opportunity.,By Chad,"Oct 31, 2015",4,python
A good course but way too easy since I'd programmed in other languages before... I finished the whole course in an afternoon but was useful to learn some of the important syntax and key words in the python language,By simon c,"Nov 21, 2015",4,python
"The course is very simple. If you have any programming knowledge or have tried python in the past only a little, its a great refresher. If you have no coding experience at all, it is a fantastic introduction!",By Tegowski,"Oct 29, 2015",4,python
The course is really useful for those who learn the basics of programming using python. People who already know programming in different language and would like to python please stand out from this.,By Thanigai V A,"Oct 11, 2015",4,python
This is my first course I am taking on Coursera and I am amazed how much I am actually learning. Dr Chuck is really good in the video lessons and really manage to 'come thru the screen'. ,By Johanna S,"Dec 13, 2015",4,python
Nothing was as satisfying as knowing nothing about computer code in the beginning and getting to a point where I could write some simple code without looking at anything else for help. ,By Terrence R,"Oct 14, 2015",4,python
Great start for anyone who wants to begin with python programming. Course is well designed and love the way it progresses along with the assignments and the small videos in between.,By Rutugandha,"Oct 27, 2015",4,python
"Great introduction for programming.I think it can be improved with more logic content and assignments, as well as some real cases (such as real examples of text file parsing, etc).",By Gustavo M,"Nov 29, 2015",4,python
Can have more rigorous assignments. Right now the code snippets are already provided. Maybe keep some optional tough assignments to cater to all levels of programming abilities :),By Rishabh A,"Nov 24, 2015",4,python
"Very good info; just wish the Android app, desktop app, and iOs app all updated more gracefully (maybe a critique of Coursera more generally?) Assignments are pretty easy. ",By Don D,"Oct 02, 2015",4,python
Really good start to get the basics down in Python. Would recommend to students that want to learn Python. However I would recommend upgrading the class to use Python 3.,By Jack L,"Oct 18, 2015",4,python
"The professor explain really good the material. The best thing is to review the book, it helps to understand better the concepts of Programming and capability of Python",By Christian R T G,"Dec 10, 2015",4,python
"The course was overall simple and easy to learn the basics of python. Even you don't have any background experience in programming, you can learn A-Z with this course.",By Jain H,"Sep 15, 2015",4,python
"Great course when you are just getting started with Python. Nice buildup in the material. Functions and loops are explained in a visual way, this was a big help to me",By Karin v W,"Oct 30, 2015",4,python
i was elated to be a part in this coursework. The professor explanation was very clear and intriguing. Thanks to all those who have organised this coursework. ,By ravi t,"Oct 30, 2015",4,python
"Great course, easy for whom already know how to program, but really great for the ones who are beginning programming! The next courses should be great too.",By Tiago D,"Oct 19, 2015",4,python
Nice and easy course. I think the slides need some improvement especially for those who just study from them without explanation from the instructor.Thanks ,By Mohammed A,"Oct 03, 2015",4,python
"While being super intuitive, the course is too easy even for beginners,The lectures are coherent and smooth, assignment could be slightly more difficult.  ",By amit e,"Oct 04, 2015",4,python
"Great introduction course with good organized detail.Although I am an experienced C/C++ programmer,I think this should be still very easy for beginners. ",By Chi-Hung K,"Oct 05, 2015",4,python
Like the style of the professor and his really cool tea cup :P . Good start for any one. First time ever completed a coursera course . Cheers for me :),By Vinay K K,"Dec 25, 2015",4,python
really nice and delightful to learn in such an effective manner in this platform!I whole heartedly thank each and everyone behind this global mission.,By bhanu v s k,"Nov 28, 2015",4,python
"A bit of a slow start, but that's probably necessary for a programming course. Good way to get started. Definitely need to take the follow-up courses.",By Joshua P,"Nov 16, 2015",4,python
"Excellent course for beginners, the rythm is perfect! I just wish there were more (ungraded) excercices with solutions to practice more on my own.",By Christèle Z,"Nov 09, 2015",4,python
good stuff.  I think that working in an IDE like PyCharm would greatly assist those new to the development community.  Very grateful for Coursera,By Dan D,"Nov 01, 2015",4,python
"The lectures are very good, and initiate thinking process like a computer executes a program. I would expect more challenging practice problems",By Aniket B,"Nov 14, 2015",4,python
I enjoyed this course and it was a very good introduction to Python.  The free textbook associated with the course is a great reference also.,By Gary M,"Dec 21, 2015",4,python
"Great starter course.  Was challenging at times as I started with a book on python 3 and this course covers 2.7, but overall very well done.  ",By Matt H,"Nov 07, 2015",4,python
Simple straight forward and engaging. The course material is well crafted. I loved learning python and all lectures were succint in nature.,By Aravind A,"Oct 21, 2015",4,python
"Challenging, detailed, just the right amount of everything you need to start learning Python.  However, the lectures were painfully long.",By Betsy L,"Nov 15, 2015",4,python
"Course doesn't go into details, but gives you enough tools to learn your way through with some references other than the course book.",By Rohit P,"Dec 21, 2015",4,python
Course content was very simple which helps a new-bee to get acquainted with python in an easy manner. Professor Chuck is also great.,By Himanshu,"Oct 01, 2015",4,python
A great and easy introduction that does not scare away a newcomer.   Learn at your own pace and then enroll in the next course!,By Alex K,"Nov 24, 2015",4,python
Well this course is remarkable and helps me to refer each and every module  of this course so thoroughly. Thank you again  Sir,By Raj R,"Dec 19, 2015",4,python
"The course is too easy if you know any programming language, but I think that it is very helpful for newbies in programming.",By Sergey F,"Oct 22, 2015",4,python
Good intro to Python - very instructive videos especially on the installation and actual implementation/use of the program,By Alison T,"Nov 12, 2015",4,python
"Great course delivery and loved the extra videos, however as an experienced java developer I found the course too basic.",By Donald O,"Sep 18, 2015",4,python
Had a very nice time learning Python and got a lot out of this course. Would definitely recommend for beginners. ,By Jesse W,"Dec 24, 2015",4,python
"Quick and simple, very easy if you have some knowledge of what you are doing.  Good if you are getting started.  ",By Brian C,"Sep 21, 2015",4,python
Excellent course! Everyone should take this course and try their hands on a great programming language -Python,By UTKARSH V,"Dec 16, 2015",4,python
"Good for beginners to programming. A bit slow if you already know programming, and just want to learn Python.",By Ritwik V,"Dec 26, 2015",4,python
This course was excellent for the beginner.  A little more content for the length would have made it 5 stars.,By John S H,"Oct 12, 2015",4,python
Good for most entry-level. For people who already have a basic knowledge of the course will be very easy,By Prianichnikov M,"Oct 02, 2015",4,python
"It is very good for beginners. Material and ""Bonus "" Videos were adding more information to the course.",By chakry,"Dec 18, 2015",4,python
Laudable the Creative Commons approach and the material was quite all right. Keep up the wonderful job!,By Mihai M,"Oct 28, 2015",4,python
"More coding exercises, as optional for example, would be nice. Otherwise good course and guide videos.",By Ilpo L,"Dec 30, 2015",4,python
"Excellent course, maybe a bit more exercises (or at least links to sources) would make it more useful",By Sergio C,"Nov 11, 2015",4,python
"Exelente curso para personas que no saben nada de programación, la forma de enseñanza es muy clara",By Jorge A M A,"Oct 02, 2015",4,python
Useful for Beginners! Maybe a bit slow for people with experience in other programming languages.,By Probhonjon ,"Oct 04, 2015",4,python
Good to start learning python from scratch. The Bonus Video are Awesome. I Loved this course.,By Kirankumar K,"Nov 12, 2015",4,python
"I suggest this course for beginner students, mainly those don't basic kwonledge in computer.",By Valerio P d L,"Nov 28, 2015",4,python
This is a nice introductory course to programing with good foundations to continue learning.,By Diogo R,"Nov 13, 2015",4,python
"Very interesting course, linear with a good teacher.i would have liked to do more exercises.",By Giancarlo T,"Oct 16, 2015",4,python
Course for beginner to study Python.Thank you professor Severance with exellent lectures!,By Vo T H,"Nov 17, 2015",4,python
You have to be extremely unfamiliar with programming to stay interested at the beginning.,By Evgeniy M,"Sep 25, 2015",4,python
Had no pre knowledge for languages. Coursera is preparing me for the cutting edge world.,By Bilaval S,"Dec 13, 2015",4,python
"Easy, so it's for everybody, you name it! But a little bit too easy, let's leap a head!",By Wei C,"Sep 22, 2015",4,python
A very decent primer for everyone new to programming or dusty on a different language.,By Remko A,"Oct 07, 2015",4,python
Very nice course and Dr. Chuck has a way that is making complex things seems so easy.,By Tamer H A,"Dec 31, 2015",4,python
"very good course, python had very much significance in today's world.Thank You all.",By Hitesh S,"Nov 07, 2015",4,python
Really good introduction to programming. Suggested for all the beginners in CS. ,By Michele F,"Dec 12, 2015",4,python
Well structured and easy to follow. Would be great if it is taught in Python 3.,By Mian C,"Oct 18, 2015",4,python
The programming assignments need to be more challenging and have more variety.,By Pranav S,"Dec 31, 2015",4,python
"A little bit too fundamental...Professor is kind and funny, which is good!",By Siyuan M,"Sep 15, 2015",4,python
"Good for starters, but should enhance the complication of assignments. ",By 李峰,"Nov 24, 2015",4,python
"Needs an update and the slides are hard to see, but overall very good.",By Fernanda S,"Oct 25, 2015",4,python
this course is very basic course for python and assignments are good.,By sooraj t,"Dec 31, 2015",4,python
it's too long sentence to verification and we need to write it again ,By Ahmad S,"Dec 30, 2015",4,python
"This is a course for beginner. Anyone want program, should take it.",By Vien V,"Oct 11, 2015",4,python
This course helped me understand the basics of Python programming. ,By Raj J,"Nov 23, 2015",4,python
Its an excellent course.. I am really thankful for the approach.. ,By Kasturi S,"Dec 27, 2015",4,python
" LOT OF EFFORT HAS BEEN PUT INTO MAKING THIS COURSE, WELL DONE!!!",By Arnav K,"Nov 17, 2015",4,python
This course has fun lectures and very interesting bonus content.,By Andrew B,"Sep 23, 2015",4,python
"Muy buen curso, super bien explicado y con ejemplos geniales.",By Jetzabel P P,"Sep 30, 2015",4,python
Basic principles for learning python and also fun!.Enjoy it!,By Ernesto A R G,"Nov 02, 2015",4,python
Ideal also for those who have no experience with programing.,By František J,"Oct 26, 2015",4,python
Course can have more content and little complex assignments.,By Suresh P I,"Sep 15, 2015",4,python
"Very good course,but i think that exams are are very easy.",By WANG-YANG N P,"Nov 17, 2015",4,python
"More exercises would be nice! Overall, a very nice course.",By Layne C,"Sep 29, 2015",4,python
It is really helpful for those who are  willing to learn.,By Abhishek M,"Nov 19, 2015",4,python
This is quite helpful and i really enjoyed the course....,By VIVEK S,"Nov 17, 2015",4,python
Best way to get started with a new programming language !,By Arun R,"Oct 03, 2015",4,python
Very clear explanation about Python. I will like an up,By Cristhian S,"Dec 21, 2015",4,python
Coursera's platform + Chuck's teaching style = Great !,By Francisco A S M,"Nov 02, 2015",4,python
Good course for beginners. Lacks sufficient exercises. ,By James S,"Nov 01, 2015",4,python
"Solid class, enjoyable and well suited for beginners.",By Jason M C,"Dec 20, 2015",4,python
very well thought of course content and delivery ...,By Nirav,"Nov 27, 2015",4,python
A lot to say but I think I am not the one to judge,By Calin D,"Dec 01, 2015",4,python
great teacher and class; last exercise was tough!,By geraldine s,"Dec 08, 2015",4,python
"well taught, good pace, am continuing to course 2",By chris,"Oct 15, 2015",4,python
This course is really good for python beginners.,By Manas,"Nov 29, 2015",4,python
Good course to start basic programming in Python,By Yogesh B,"Oct 07, 2015",4,python
Recommended for beginners in programming feild. ,By Sudarshan,"Nov 03, 2015",4,python
One of the better online courses I have used.  ,By Erik S,"Oct 02, 2015",4,python
"Very good course, simple and easy to follow.",By jorge m v m,"Nov 29, 2015",4,python
This is an amazing course to turn up with.,By srikanth,"Dec 29, 2015",4,python
"it‘s easy to understand, suitable for ABC.",By 徐依凌,"Dec 07, 2015",4,python
Good course. People with a good heart too,By Laurent M,"Nov 04, 2015",4,python
Nice one. Perfect for complete beginners.,By Yury D,"Oct 14, 2015",4,python
The lectures are good for the beginners.,By Jeyaprakash,"Nov 03, 2015",4,python
great  study materials and presentation.,By sachin,"Oct 29, 2015",4,python
Very useful course to begin with python. ,By Anjaneyulu B,"Oct 29, 2015",4,python
very interesting and easy to understand,By Zhichao Z,"Dec 22, 2015",4,python
Well organized and simply to understand,By Alessandro G,"Dec 12, 2015",4,python
Easy to follow and with clear exercises,By Jon S,"Dec 01, 2015",4,python
This was a very nicely organized course,By Amit K B,"Nov 02, 2015",4,python
very helpful for programming in python,By Moid S,"Oct 13, 2015",4,python
Great course for begginers on Python.,By HNBui,"Nov 24, 2015",4,python
Basic approach to Python programming. ,By Luca B,"Nov 23, 2015",4,python
maybe the pace is a little drawn out.,By Michael P,"Oct 23, 2015",4,python
Very good starting point for python!,By Yannis T,"Sep 22, 2015",4,python
Very good course with great teacher,By jean d j l,"Dec 03, 2015",4,python
Nicely crafted course for beginners,By Prakash C B,"Oct 20, 2015",4,python
This is very basic and fundamental. ,By Pranab N S,"Oct 09, 2015",4,python
"A very basic course, but not bad.",By Francisco J G S,"Dec 14, 2015",4,python
Great for learning python basics,By Varsha A V,"Dec 29, 2015",4,python
Very easy and easy to understand,By Miguel A,"Dec 02, 2015",4,python
